Mês/Ano,Região,Estado,Produto,Quantidade (m³)
05/2018,SUDESTE,São Paulo,GORDURA BOVINA,4772
05/2018,SUL,Paraná,GORDURA BOVINA,6524
05/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,14004
05/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,164
05/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,2362
05/2018,SUL,Paraná,GORDURA DE FRANGO,520
05/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,438
05/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,250
05/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,316
05/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,2733
05/2018,SUL,Paraná,GORDURA DE PORCO,1036
05/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,2662
05/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),35
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,21
05/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,1180
05/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,51
05/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,2767
05/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2892
05/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,17
05/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,93
05/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,331
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,42
05/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3673
05/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),48204
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),67961
05/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),20533
05/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),12539
05/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),7238
05/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),2825
05/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),870
05/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),6226
05/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),27251
05/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),88922
05/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),8375
05/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2382
05/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,20196
05/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,3614
05/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,44
05/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,928
05/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,1503
05/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,3810
04/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,369
04/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,8417
04/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,342
04/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2399
04/2018,NORDESTE,Bahia,GORDURA BOVINA,4151
04/2018,NORTE,Rondônia,GORDURA BOVINA,920
04/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,4143
04/2018,SUDESTE,Rio de Janeiro,GORDURA BOVINA,67
04/2018,SUDESTE,São Paulo,GORDURA BOVINA,8976
04/2018,SUL,Paraná,GORDURA BOVINA,9412
04/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,18807
04/2018,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,31
04/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,164
04/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,2724
04/2018,SUL,Paraná,GORDURA DE FRANGO,2220
04/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,963
04/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,572
04/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,273
04/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,3086
04/2018,SUL,Paraná,GORDURA DE PORCO,1937
04/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,3580
04/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),34
04/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,77
04/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,2365
04/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,70
04/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4480
04/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1224
04/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,115
04/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,123
04/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,928
04/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5239
04/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),58317
04/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),68102
04/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),24525
04/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),11946
04/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),6597
04/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),560
04/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1190
04/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),8036
04/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),31267
04/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),90760
04/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),9821
04/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,4061
04/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,23565
04/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,2905
04/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,125
04/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,3652
04/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,25
04/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,3586
04/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,5410
03/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,157
03/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,8375
03/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,355
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2868
03/2018,NORDESTE,Bahia,GORDURA BOVINA,7885
03/2018,NORTE,Rondônia,GORDURA BOVINA,979
03/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,4822
03/2018,SUDESTE,São Paulo,GORDURA BOVINA,11489
03/2018,SUL,Paraná,GORDURA BOVINA,9374
03/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,19066
03/2018,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,5
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,869
03/2018,NORDESTE,Bahia,GORDURA DE FRANGO,39
03/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,1486
03/2018,SUL,Paraná,GORDURA DE FRANGO,2248
03/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,966
03/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,359
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE PORCO,78
03/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,748
03/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,2709
03/2018,SUDESTE,São Paulo,GORDURA DE PORCO,36
03/2018,SUL,Paraná,GORDURA DE PORCO,2152
03/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,3312
03/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),45
03/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),14
03/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,39
03/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,1597
03/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,136
03/2018,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,103
03/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4920
03/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1270
03/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,53
03/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,141
03/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,480
03/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3850
03/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),58698
03/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),56298
03/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),21532
03/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),14665
03/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),2351
03/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),528
03/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1980
03/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),7815
03/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),34673
03/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),91020
03/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),10378
03/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2300
03/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,23625
03/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,4894
03/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4206
03/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,33
03/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,830
03/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,4695
02/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,146
02/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,5643
02/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,285
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2550
02/2018,NORDESTE,Bahia,GORDURA BOVINA,5924
02/2018,NORTE,Rondônia,GORDURA BOVINA,799
02/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,4699
02/2018,SUDESTE,Rio de Janeiro,GORDURA BOVINA,165
02/2018,SUDESTE,São Paulo,GORDURA BOVINA,8119
02/2018,SUL,Paraná,GORDURA BOVINA,7434
02/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,11972
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,386
02/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,263
02/2018,SUL,Paraná,GORDURA DE FRANGO,2392
02/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,1342
02/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,323
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE PORCO,115
02/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,318
02/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,1189
02/2018,SUL,Paraná,GORDURA DE PORCO,3139
02/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,2973
02/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),146
02/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),408
02/2018,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),59
02/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,137
02/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,1486
02/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,18
02/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,1464
02/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2760
02/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,115
02/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,140
02/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,686
02/2018,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,418
02/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,4441
02/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),42975
02/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),39958
02/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),22366
02/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),10858
02/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),515
02/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1364
02/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3654
02/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),30066
02/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),54367
02/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),7349
02/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2020
02/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,19725
02/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,5647
02/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,3854
02/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,833
02/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,3236
01/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,177
01/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,5770
01/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,310
01/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,3189
01/2018,NORDESTE,Bahia,GORDURA BOVINA,10364
01/2018,NORTE,Rondônia,GORDURA BOVINA,995
01/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,7732
01/2018,SUDESTE,São Paulo,GORDURA BOVINA,8267
01/2018,SUL,Paraná,GORDURA BOVINA,7950
01/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,16961
01/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,183
01/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,230
01/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,41
01/2018,SUL,Paraná,GORDURA DE FRANGO,1760
01/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,959
01/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,695
01/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,553
01/2018,SUL,Paraná,GORDURA DE PORCO,3708
01/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,3646
01/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),259
01/2018,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),61
01/2018,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),440
01/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),980
01/2018,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),256
01/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,58
01/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,1013
01/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,153
01/2018,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,22
01/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2588
01/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,43
01/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,215
01/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,363
01/2018,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1704
01/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2705
01/2018,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,42
01/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),32786
01/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),39359
01/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),22375
01/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),10279
01/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),161
01/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),817
01/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3591
01/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),25349
01/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),71768
01/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),6945
01/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2079
01/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,14338
01/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,5636
01/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4111
01/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,933
01/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,4131
12/2017,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,115
12/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,7620
12/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,268
12/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2440
12/2017,NORDESTE,Bahia,GORDURA BOVINA,7857
12/2017,NORTE,Rondônia,GORDURA BOVINA,1415
12/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,4162
12/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,0
12/2017,SUDESTE,São Paulo,GORDURA BOVINA,7850
12/2017,SUL,Paraná,GORDURA BOVINA,8489
12/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,14402
12/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,9
12/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,201
12/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,899
12/2017,SUDESTE,São Paulo,GORDURA DE FRANGO,173
12/2017,SUL,Paraná,GORDURA DE FRANGO,1483
12/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,758
12/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,372
12/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,119
12/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,3200
12/2017,SUL,Paraná,GORDURA DE PORCO,4021
12/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,3207
12/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),694
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),42
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),35
12/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),196
12/2017,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5
12/2017,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1450
12/2017,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),685
12/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,23
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,118
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,410
12/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,9
12/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,37
12/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,5127
12/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1233
12/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,44
12/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,322
12/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,717
12/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3349
12/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),47938
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),38893
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),23844
12/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),13660
12/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),597
12/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),1941
12/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),2457
12/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),24222
12/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),76544
12/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),8615
12/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,672
12/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,17489
12/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,1795
12/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,3772
12/2017,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,90
12/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,1123
12/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,6922
11/2017,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,52
11/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,7092
11/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,335
11/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,958
11/2017,NORDESTE,Bahia,GORDURA BOVINA,4548
11/2017,NORTE,Rondônia,GORDURA BOVINA,1138
11/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,3683
11/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,693
11/2017,SUDESTE,São Paulo,GORDURA BOVINA,8228
11/2017,SUL,Paraná,GORDURA BOVINA,9197
11/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,17554
11/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,28
11/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,318
11/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,340
11/2017,SUDESTE,São Paulo,GORDURA DE FRANGO,210
11/2017,SUL,Paraná,GORDURA DE FRANGO,2213
11/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,1196
11/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,534
11/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,1552
11/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,2720
11/2017,SUL,Paraná,GORDURA DE PORCO,2633
11/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,3003
11/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1171
11/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1453
11/2017,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),702
11/2017,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),551
11/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,10
11/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,103
11/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,743
11/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,79
11/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,43
11/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3672
11/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1708
11/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,61
11/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,188
11/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,79
11/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,6664
11/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),49866
11/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),44674
11/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),15032
11/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),12550
11/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),341
